LAT,LNG,CLS
44.90305,20.28238,0
44.91523,20.257047,0
44.842621,20.211848,8
44.87562,20.32135,0
44.79768,20.37265,11
44.904161,20.446643,9
44.84454,20.39291,11
44.9049,20.44738,9
44.856252,20.535238,9
44.800107,20.382696,11
44.81361,20.47448,1
44.791676,20.467221,1
44.81734,20.48021,1
44.78295,20.43941,7
44.794926,20.533363,1
44.72182,20.41895,7
44.80806,20.40456,11
44.80596,20.35239,11
44.824727,20.390391,11
44.895829,20.294904,0
44.85538,20.54837,1
44.771451,20.503116,1
44.87615,20.45173,9
44.82076,20.4649,1
44.81482,20.45106,1
44.79268123,20.4688198,1
44.807072,20.480511,1
44.78019,20.50456,1
44.78649,20.48291,1
44.7812,20.40825,7
44.81032,20.43072,11
44.78554918,20.48240173,1
44.79037,20.51214,1
44.78613,20.47712,1
44.77851,20.47382,1
44.8172,20.52107,1
44.516835,20.293416,5
44.80676,20.43208,11
44.77747,20.45829,1
44.815506,20.287579,8
44.818521,20.385336,11
44.817056,20.421818,11
44.78953,20.46662,1
44.80124,20.4548,1
44.78781,20.465747,1
44.81401,20.39276,11
44.78553,20.47943,1
44.800128,20.376383,11
44.820187,20.465568,1
44.79929,20.44741,1
44.77894,20.46601,1
44.78266,20.46177,1
44.382216,20.232047,5
44.81218,20.43567,11
44.84204,20.40522,11
44.78853,20.4993,1
44.79065,20.44537,1
44.75605,20.48905,1
44.78031,20.50116,1
44.76105,20.4761,1
44.82488,20.45743,1
44.782772,20.514419,1
44.8848,20.31593,0
44.813215,20.39943,11
44.777416,20.414396,7
44.808262,20.387275,11
44.795188,20.437084,7
44.783443,20.20145,8
44.807744,20.4655713,1
44.799773,20.499821,1
44.79515,20.47799,1
44.80017,20.45106,1
44.792166,20.474442,1
44.80701,20.48038,1
44.79047,20.42917,7
44.74225,20.43885,7
44.80856,20.46927,1
44.79635,20.45519,1
44.81223,20.47304,1
44.78188,20.47167,1
44.78756,20.46609,1
44.65416,20.20316,4
44.9571197,20.387806,9
44.78767,20.53385,1
44.80323,20.52836,1
44.80127,20.46101,1
44.88187,20.46471,9
44.80429,20.40367,11
44.83793,20.48891,1
44.80212,20.49138,1
44.74765,20.43013,7
44.78397,20.52008,1
44.87132,20.32111,0
44.78801,20.4186,7
44.78619,20.41555,7
44.77164,20.53564,1
44.79494,20.485235,1
44.80738,20.45754,1
44.79817,20.4843,1
44.765161,20.470835,1
44.833209,20.413392,11
44.91284,20.26311,0
44.79886,20.44901,1
44.81432,20.49062,1
44.83069,20.41506,11
44.77365,20.4376,7
44.78774,20.46586,1
44.80155,20.45182,1
44.65536,20.19563,4
44.80227,20.48491,1
44.66222,20.61447,10
44.7957,20.48159,1
44.80783,20.35832,11
44.77874,20.40182,7
44.7948,20.43682,7
44.80127,20.46101,1
44.810793,20.457055,1
44.80371,20.46083,1
44.82475,20.40101,11
44.784099,20.480052,1
44.772298,20.414182,7
44.81636,20.47686,1
44.89688,20.29226,0
44.84938,20.39108,11
44.79944,20.48083,1
44.77875,20.40576,7
44.80218,20.47873,1
44.78729,20.46631,1
44.875489,20.462128,9
44.398328,20.250687,5
44.82287,20.44646,11
44.74309,20.42649,7
44.82074,20.53705,1
44.73866,20.54514,10
44.78049,20.48718,1
44.78467,20.50031,1
44.79438,20.44808,1
44.8304951,20.411163,11
44.771351,20.409774,7
44.8237,20.41392,11
44.8062,20.47819,1
44.77722,20.41436,7
44.81719,20.47686,1
44.746,20.49715,1
44.77682,20.47229,1
44.81331,20.40903,11
44.80382,20.45766,1
44.381085,20.265132,5
44.81724,20.47692,1
44.79324,20.46409,1
44.8144805,20.4246247,11
44.777073,20.404392,7
44.84565,20.38406,11
44.88529,20.30826,0
44.804287,20.3965,11
44.784752,20.413012,7
44.804606,20.40525,11
44.854142,20.543571,1
44.8046182,20.47736075,1
44.802176,20.477549,1
44.812617,20.429446,11
44.37768,20.26564,5
44.80768,20.4704,1
44.73075,20.38263,12
44.758771,20.546503,10
44.82364,20.44629,11
44.81325,20.46329,1
44.80927,20.42818,11
44.879159,20.456667,9
44.81671,20.40054,11
44.815155,20.426066,11
44.782785,20.501251,1
44.77339,20.4821,1
44.762583,20.506871,1
44.80359,20.45265,1
44.80519,20.45391,1
44.77761,20.24383,8
44.803613,20.480056,1
44.794608,20.467578,1
44.80622,20.45924,1
44.796943,20.445706,1
44.80085,20.45526,1
44.80989,20.46874,1
44.380787,20.267339,5
44.801744,20.380858,11
44.82082,20.46492,1
44.81744,20.51505,1
44.79351,20.46612,1
44.78112,20.43886,7
44.66376,20.5429,10
44.81603,20.37043,11
44.75074,20.44805,7
44.82965,20.45657,1
44.720931,20.432275,7
44.81762,20.504443,1
44.799379,20.325867,8
44.81597,20.42235,11
44.78409,20.48186,1
44.81428,20.43422,11
44.80292,20.46662,1
44.784766,20.412025,7
44.81336,20.40911,11
44.81218,20.42001,11
44.83906755,20.40858417,11
44.81763,20.454412,1
44.79453,20.44014,7
44.79797,20.47865,1
44.78297,20.41739,7
44.84508,20.49067,9
44.80312,20.38745,11
44.82864,20.45645,1
44.77354,20.40811,7
44.78514,20.49112,1
44.797571,20.487258,1
44.88297,20.46375,9
44.78648,20.53529,1
44.81106,20.44723,1
44.801127,20.489777,1
44.84965,20.52688,1
44.81008,20.4264,11
44.80209,20.46596,1
44.67834,20.30336,12
44.8175,20.45949,1
44.82043,20.46359,1
44.6479,20.00981,13
44.81493,20.43418,11
44.81234,20.46229,1
44.7946,20.53118,1
44.81587,20.43142,11
44.82347,20.45642,1
44.82671,20.40116,11
44.814619,20.45101,1
44.787713,20.465022,1
44.796637,20.374578,11
44.79332,20.46435,1
44.805264,20.472236,1
44.77893,20.496912,1
44.796753,20.465271,1
44.82239,20.40472,11
44.79015,20.479936,1
44.80859,20.48284,1
44.80168,20.38043,11
44.84295,20.37955,11
44.812517,20.420172,11
44.78949,20.46051,1
44.65234,20.25942,4
44.79619,20.46787,1
44.805427,20.478283,1
44.809146,20.466512,1
44.814947,20.491639,1
44.79416,20.37639,11
44.76101,20.48013,1
44.85434,20.54439,1
44.64385,20.51202,10
44.79467,20.47411,1
44.78429,20.41281,7
44.82458,20.46093,1
44.80014,20.49006,1
44.81208,20.45344,1
44.656389,20.745319,6
44.66177,20.6152,10
44.849272,20.379561,11
44.822478,20.416812,11
44.79832,20.48795,1
44.814112,20.457817,1
44.47445,20.66551,3
44.86869,20.32584,0
44.81181,20.43382,11
44.82606,20.39802,11
44.759056,20.415492,7
44.85288,20.39251,11
44.87443,20.34081,0
44.7969,20.28916,8
44.76099,20.49012,1
44.76297,20.45508,7
44.45681,20.33622,5
44.814313,20.437134,11
44.83456,20.363973,11
44.79072,20.46421,1
44.814683,20.462595,1
44.80511,20.45974,1
44.7864,20.54658,1
44.77134,20.24227,8
44.80388,20.46777,1
44.80661,20.47229,1
44.790225,20.53425,1
44.810305,20.455449,1
44.652,20.22227,4
44.808075,20.463028,1
44.76017,20.41525,7
44.8021,20.46614,1
44.71277,20.50727,10
44.83601,20.41218,11
44.828878,20.491955,1
44.81354,20.48191,1
44.8144,20.46217,1
44.79627,20.30487,8
44.786577,20.415198,7
44.86911,20.47295,9
44.7938068,20.44073954,7
44.7938068,20.44073954,7
44.82226,20.51682,1
44.794547,20.326668,8
44.82865,20.36754,11
44.8166,20.49315,1
44.67367,20.71641,6
44.794,20.46919,1
44.818697,20.451321,1
44.77569,20.49014,1
44.82701,20.39014,11
44.78754,20.46585,1
44.81504,20.42576,11
44.80467,20.39954,11
44.38228,20.26997,5
44.76689,20.41002,7
44.81611,20.53261,1
44.72375,20.42947,7
44.73562,20.58989,10
44.79597,20.4963,1
44.821964,20.418014,11
44.76456,20.49991,1
44.80103,20.47726,1
44.76833,20.56675,10
44.81427,20.47302,1
44.815744,20.517328,1
44.44127,20.69127,3
44.73436,20.32421,12
44.772702,20.478878,1
44.739187,20.431184,7
44.90159,20.26889,0
44.810865,20.437543,11
44.657116,20.432026,2
44.732149,20.617018,10
44.770787,20.488341,1
44.75139,20.49316,1
44.79469,20.47401,1
44.70018,20.58004,10
44.74744,20.59244,10
44.813607,20.42742,11
44.807472,20.522394,1
44.78123,20.2503,8
44.79149,20.46747,1
44.819743,20.448744,1
44.66423,20.0749,13
44.60443,20.15004,13
44.7534,20.43819,7
44.7683,20.49954,1
44.8062,20.47174,1
44.79971,20.48478,1
44.79179,20.52702,1
44.75219,20.57121,10
44.56147,20.66903,14
44.78018,20.50488,1
44.80657,20.47187,1
44.81764,20.48559,1
44.7329,20.55452,10
44.60963,20.64186,6
44.80415889,20.46649476,1
44.91927,20.30477,0
44.75881,20.40985,7
44.76311,20.49575,1
44.76499,20.49196,1
44.808615,20.463799,1
44.806476,20.494893,1
44.887525,20.460683,9
44.82727,20.35972,11
44.73234,20.36258,12
44.80121,20.48989,1
44.80776,20.48346,1
44.817925,20.487571,1
44.81041,20.44959,1
44.7544,20.42782,7
44.80564,20.46044,1
44.80642,20.47064,1
44.799865,20.459896,1
44.78334,20.42219,7
44.81641082,20.43067838,11
44.801699,20.47066,1
44.91051,20.28387,0
44.808263,20.481766,1
44.81569,20.52024,1
44.79476,20.49552,1
44.821035,20.387281,11
44.90134,20.277193,0
44.83754,20.3826,11
44.79854,20.47659,1
44.836281,20.410064,11
44.81125666,20.42195223,11
44.80665,20.46433,1
44.80791,20.45682,1
44.82312,20.46911,1
44.825632,20.420199,11
44.810062,20.400665,11
44.854526,20.205018,8
44.815017,20.451293,1
44.73173,20.38047,12
44.80122,20.45786,1
44.87044,20.35332,11
44.76448,20.48664,1
44.843544,20.416711,11
44.66722,20.19257,4
44.78486,20.4179,7
44.82064,20.41114,11
44.75756,20.41826,7
44.79776,20.44689,1
44.87405,20.45156,9
44.87686,20.46778,9
44.75716124,20.45327755,7
44.75716124,20.45327755,7
44.798272,20.450183,1
44.77688,20.472532,1
44.80669,20.39905,11
44.81161,20.42056,11
44.85039,20.48557,9
44.7774258,20.46028636,1
44.814363,20.410557,11
44.815,20.49159,1
44.7882,20.4728,1
44.796076,20.504059,1
44.807874,20.476963,1
44.77065,20.48831,1
44.802839,20.466328,1
44.78794,20.50316,1
44.771109,20.477002,1
44.771109,20.477002,1
44.78359,20.47452,1
44.81287,20.43334,11
44.83865,20.39781,11
44.80913,20.45877,1
44.814887,20.44876,1
44.6195,20.17027,4
44.780502,20.473706,1
44.81081,20.44303,11
44.81079,20.48635,1
44.80207,20.46658,1
44.8171,20.47666,1
44.792112,20.501657,1
44.79231,20.48538,1
44.774953,20.413697,7
44.85045,20.52941,1
44.81395,20.49005,1
44.63652,20.53326,10
44.799878,20.465943,1
44.43766,20.27882,5
44.76743,20.41747,7
44.81949,20.40383,11
44.8027542,20.440725,1
44.66849,20.49274,10
44.79266,20.46254,1
44.77573,20.45843,1
44.7237,20.41904,7
44.76304,20.41415,7
44.86556,20.35064,11
44.79228,20.46572,1
44.674253,20.715336,6
44.81559,20.52311,1
44.454711,20.274643,5
44.79679,20.47723,1
44.81626,20.48445,1
44.80483,20.485296,1
44.788,20.41828,7
44.777198,20.411587,7
44.79145,20.469136,1
44.791978,20.471205,1
44.764689,20.492251,1
44.79829,20.45014,1
44.57517,20.41814,2
44.80397,20.45312,1
44.82513,20.45707,1
44.820079,20.455662,1
44.79717,20.44597,1
44.80385,20.38465,11
44.81479,20.522021,1
44.83319,20.40674,11
44.78468,20.43478,7
44.78251,20.39167,7
44.789158,20.466311,1
44.78268,20.44016,7
44.80235,20.31368,8
44.80261,20.52804,1
44.78264,20.5092,1
44.72194,20.36634,12
44.764684,20.413329,7
44.74758406,20.30972333,12
44.81306,20.45251,1
44.44407,20.26967,5
44.89707,20.2921,0
44.75142,20.45541,7
44.76816,20.46791,1
44.76326,20.54008,1
44.80397,20.45312,1
44.4251,20.2783,5
44.813007,20.513996,1
44.802683,20.44088,1
44.79783,20.37132,11
44.77463,20.53584,1
44.72207,20.49666,10
44.74929,20.44529,7
44.80373,20.47751,1
44.81756,20.45995,1
44.7483,20.45111,7
44.82836,20.49175,1
44.84657,20.41162,11
44.79338,20.47934,1
44.78202,20.50181,1
44.79458,20.4941,1
44.80531,20.42307,11
44.843541,20.416656,11
44.79989,20.47625,1
44.85623,20.35293,11
44.78598,20.52843,1
44.80528,20.47923,1
44.89635,20.29368,0
44.802224,20.453149,1
44.80928,20.45853,1
44.817322,20.454964,1
44.81225,20.45314,1
44.89116,20.44689,9
44.88457,20.46292,9
44.79429,20.4659,1
44.89615,20.24582,0
44.89791,20.22805,0
44.65445,20.16171,4
44.749746,20.428663,7
44.81964,20.47288,1
44.730648,20.575398,10
44.817706,20.493763,1
44.764345,20.516028,1
44.81214,20.42344,11
44.7818,20.51229,1
44.79681,20.44294,1
44.815745,20.504621,1
44.810742,20.484867,1
44.79274,20.50681,1
44.77991,20.41308,7
44.785804,20.514531,1
44.801115,20.466281,1
44.83336,20.40077,11
44.74312,20.44954,7
44.81486,20.47474,1
44.77959,20.50843,1
44.822901,20.414245,11
44.79948,20.49253,1
44.502434,20.415245,2
44.60614,20.41328,2
44.74592,20.4597,7
44.81688,20.46876,1
44.824025,20.413372,11
44.808882,20.459411,1
44.8139,20.45688,1
44.817031,20.471273,1
44.84427,20.41127,11
44.80159,20.44301,1
44.79681,20.44283,1
44.77965,20.41647,7
44.80374,20.45268,1
44.80344,20.4576,1
44.80194,20.48621,1
44.82532,20.48264,1
44.800095,20.356526,11
44.833988,20.405102,11
44.81277,20.45512,1
44.78955,20.52759,1
44.79271,20.48738,1
44.573956,20.647453,14
44.809915,20.475104,1
44.809648,20.47544,1
44.76085,20.47781,1
44.82677,20.39665,11
44.792111,20.501655,1
44.77668,20.45822,1
44.79011,20.49395,1
44.78796,20.41567,7
44.78963,20.48013,1
44.79497,20.33408,11
44.81004,20.4766,1
44.81831,20.47091,1
44.81178,20.46943,1
44.79343,20.47792,1
44.42882,20.69933,3
44.804389,20.399089,11
44.809308,20.427122,11
44.816689,20.419694,11
44.81851,20.46391,1
44.78242,20.51021,1
44.80814,20.46475,1
44.74906,20.43111,7
44.809408,20.460822,1
44.827017,20.398208,11
44.768147,20.499924,1
44.7746,20.43567,7
44.75114,20.39341,7
44.84814,20.37926,11
44.815045,20.45223,1
44.90482,20.29078,0
44.90482,20.29078,0
44.83703,20.41899,11
44.80771,20.45736,1
44.79966,20.48482,1
44.81099,20.46245,1
44.80739,20.38667,11
44.800968,20.451996,1
44.733218,20.379821,12
44.733218,20.379821,12
44.75051,20.40485,7
44.818321,20.415523,11
44.8771,20.33653,0
44.791518,20.521437,1
44.79536,20.29809,8
44.83368,20.27533,8
44.6927,20.44778,7
44.79144,20.49197,1
44.78831,20.47616,1
44.82371,20.47169,1
44.80465,20.40038,11
44.699256,20.51081,10
44.80844,20.48203,1
44.74854,20.41285,7
44.8484,20.48691,9
44.79964,20.50081,1
44.75199,20.45252,7
44.78369,20.4366,7
44.88712,20.21959,0
44.77423,20.414,7
44.771057,20.414234,7
44.73552,20.42329,7
44.74633,20.45504,7
44.79916,20.4656,1
44.77017,20.50134,1
44.81624,20.37051,11
44.74738,20.42212,7
44.73522,20.42702,7
44.777077,20.458459,1
44.805363,20.465723,1
44.71669,20.50389,10
44.79139867,20.51785835,1
44.90921,20.26918,0
44.828909,20.418642,11
44.764668,20.499912,1
44.714729,20.368235,12
44.714729,20.368235,12
44.89228,20.29715,0
44.810584,20.383223,11
44.82652,20.398095,11
44.84165,20.21581,8
44.74929,20.45057,7
44.81631,20.47673,1
44.78135,20.4999,1
44.815585,20.450386,1
44.80778,20.43471,11
44.758698,20.478553,1
44.80182,20.37011,11
44.75888,20.57076,10
44.79839,20.44997,1
44.79643,20.48296,1
44.77459,20.41382,7
44.81761,20.50924,1
44.80893,20.51274,1
44.81934,20.42394,11
44.8146,20.4625,1
44.81768,20.4958,1
44.76251,20.49657,1
44.7886,20.43791,7
44.77703,20.40412,7
44.74065,20.48577,1
44.76741,20.55806,10
44.88365,20.19736,0
44.79755,20.48285,1
44.79384,20.45846,1
44.80737,20.36124,11
44.81805,20.53131,1
44.828837,20.40868126,11
44.77525,20.43911,7
44.81484,20.51358,1
44.758073,20.422353,7
44.77057,20.42575,7
44.80478,20.39978,11
44.79195,20.48174,1
44.77456,20.40741,7
44.77593,20.41174,7
44.78672,20.41947,7
44.757313,20.477,1
44.80194,20.45816,1
44.75737,20.45369,7
44.784379,20.416509,7
44.76389,20.54748,10
44.46383,20.52432,14
44.81779,20.485901,1
44.82618,20.44668,11
44.78204,20.51024,1
44.83343,20.40164,11
44.86831,20.46616,9
44.78785,20.46514,1
44.78488,20.50068,1
44.704335,20.51546,10
44.816851,20.452938,1
44.80785,20.36354,11
44.82104,20.28477,8
44.79367,20.437302,7
44.813125,20.424433,11
44.772333,20.51171,1
44.79036,20.42929,7
44.80384,20.47964,1
44.79807,20.48469,1
44.744215,20.500989,1
44.81779,20.48561,1
44.74272,20.3611,12
44.75344,20.49887,1
44.84283,20.37873,11
44.81715,20.46838,1
44.42668,20.68451,3
44.62309,20.17391,4
44.77439,20.41385,7
44.795691,20.506579,1
44.737971,20.425344,7
44.80614,20.40577,11
44.80382,20.4167,11
44.81025,20.45753,1
44.686873,20.70058,6
44.80493,20.47643,1
44.81738,20.41962,11
44.79675,20.46913,1
44.76867,20.55985,10
44.794892,20.49689,1
44.82869,20.45214,1
44.63261,20.39603,2
44.803686,20.418591,11
44.718627,20.443904,7
44.819455,20.402098,11
44.837302,20.384124,11
44.799938,20.465929,1
44.799888,20.466529,1
44.82679,20.39621,11
44.722434,20.366992,12
44.75645,20.45534,7
44.8428,20.50646,1
44.93061,20.29868,0
44.83585,20.49304,1
44.90573,20.27567,0
44.78637,20.47047,1
44.79491,20.44837,1
44.76488,20.47025,1
44.72604,20.43418,7
44.718627,20.443904,7
44.81279,20.42217,11
44.80209,20.45895,1
44.79677,20.45769,1
44.7952,20.48319,1
44.843851,20.407589,11
44.41599,20.30989,5
44.80886,20.46402,1
44.85214,20.46917,9
44.58301,20.41513,2
44.77982,20.52169,1
44.817971,20.384261,11
44.819455,20.402098,11
44.62181578,20.36855278,2
44.81683,20.4687,1
44.88137,20.32102,0
44.7628,20.4965,1
44.8759,20.4485,9
44.82991,20.40814,11
44.798346,20.488499,1
44.7858,20.46783,1
44.80084,20.47949,1
44.80195,20.46056,1
44.628869,20.378437,2
44.836421,20.494169,1
44.791465,20.469182,1
44.80512,20.49535,1
44.59987,20.26046,4
44.76433064,20.49386757,1
44.800754,20.47018,1
44.77408,20.47486,1
44.87924,20.45948,9
44.75198,20.45728,7
44.783426,20.501257,1
44.814,20.47597,1
44.80213,20.46611,1
44.87624,20.45788,9
44.81208,20.45926,1
44.757142,20.445915,7
44.74255,20.41431,7
44.811473,20.401773,11
44.798934,20.372846,11
44.799169,20.452468,1
44.799169,20.452468,1
44.42971,20.68772,3
44.800961,20.494477,1
44.78282,20.51515,1
44.77238,20.55015,1
44.8021,20.52586,1
44.81105,20.51684,1
44.8217,20.40375,11
44.80745,20.45612,1
44.81224,20.47044,1
44.80969,20.47575,1
44.78566,20.48208,1
44.78824,20.48179,1
44.76354,20.50016,1
44.885767,20.518335,9
44.76093,20.48124,1
44.81609,20.43595,11
44.71955,20.53959,10
44.82302,20.45854,1
44.786055,20.480869,1
44.901646,20.269411,0
44.80011,20.45744,1
44.744197,20.599738,10
44.54518483,20.3006515,2
44.8397,20.4156,11
44.76993,20.52191,1
44.76993,20.52191,1
44.79296,20.50305,1
44.7599,20.41566,7
44.73899,20.36175,12
44.846015,20.408466,11
44.77931,20.48965,1
44.77931,20.48965,1
44.71631741,20.36815245,12
44.79948,20.364,11
44.80269,20.46652,1
44.76101467,20.48034477,1
44.88468,20.4625,9
44.74206358,20.41849299,7
44.805055,20.408087,11
44.801851,20.46627,1
44.56142,20.65205,14
44.833089,20.353727,11
44.76174,20.43019,7
44.80679,20.47794,1
44.828395,20.385448,11
44.77066,20.55401,10
44.81798,20.42247,11
44.814401,20.373556,11
44.7809,20.51954,1
44.81536,20.49196,1
44.717278,20.555453,10
44.34734,20.19604,5
44.42673,20.68444,3
44.754843,20.420981,7
44.771243,20.421686,7
44.757112,20.460109,7
44.77205,20.50239,1
44.75411,20.41562,7
44.786588,20.415152,7
44.81502,20.45172,1
44.76151,20.56706,10
44.90169,20.28247,0
44.80193,20.48119,1
44.78814,20.45601,1
44.81323,20.45212,1
44.81462,20.46286,1
44.78729,20.49988,1
44.81022795,20.39985103,11
44.832102,20.362783,11
44.8075185,20.36189103,11
44.806328,20.424918,11
44.767199,20.479173,1
44.83465,20.354788,11
44.829943,20.380092,11
44.81343,20.48952,1
44.993103,20.418257,9
44.993103,20.418257,9
44.60033,20.46785,2
44.72829,20.36636,12
44.88343,20.32185,0
44.90228,20.21288,0
44.79042,20.49837,1
44.79927,20.49861,1
44.80962,20.46499,1
44.78821,20.50784,1
44.88005,20.4578,9
44.78436,20.43544,7
44.81364,20.40942,11
44.7609007,20.4803609,1
44.8007,20.38155,11
44.814114,20.45837,1
44.748271,20.450609,7
44.81338,20.41589,11
44.7289,20.44661,7
44.83187,20.3687,11
44.77394,20.48128,1
44.74719,20.43069,7
44.786734,20.415522,7
44.760943,20.475854,1
44.82349,20.51338,1
44.81986,20.41524,11
44.764331,20.471468,1
44.73011,20.5674,10
44.8161,20.43605,11
44.802528,20.48191,1
44.81655,20.46246,1
44.75785,20.41496,7
44.82619,20.4163,11
44.78627,20.53611,1
44.7761,20.54856,1
44.81034,20.36793,11
44.814015,20.462854,1
44.791514,20.469407,1
44.79733,20.38261,11
44.760491,20.414868,7
44.760491,20.414868,7
44.798703,20.506827,1
44.825071,20.461347,1
44.80929,20.46815,1
44.79783,20.47365,1
44.77996,20.53029,1
44.76447,20.41347,7
44.815296,20.405026,11
44.884,20.45261,9
44.90855,20.27054,0
44.771399,20.503099,1
44.755486,20.29552383,8
44.804324,20.403862,11
44.755261,20.577991,10
44.732042,20.379839,12
44.79861,20.32113,8
44.795,20.436475,7
44.76236,20.48387,1
44.80635,20.47094,1
44.77632,20.50183,1
44.80289,20.52861,1
44.78498,20.40174,7
44.79544,20.4368,7
44.783835,20.441523,7
44.80223,20.48505,1
44.821161,20.420084,11
44.80096,20.45449,1
44.818192,20.46648,1
44.641387,20.761775,6
44.84721,20.37154,11
44.741257,20.424594,7
44.829228,20.45141,1
44.805955,20.474395,1
44.804728,20.473365,1
44.75113,20.43429,7
44.77234,20.49308,1
44.80503,20.52484,1
44.79495,20.48523,1
44.767106,20.462115,1
44.81803,20.49187,1
44.83102,20.41071,11
44.78666,20.46705,1
44.81147,20.47187,1
44.82281,20.36128,11
44.77032,20.51165,1
44.80057,20.45609,1
44.82292375,20.45552772,1
44.823274,20.459695,1
44.808843,20.473736,1
44.813271,20.416058,11
44.814335,20.438813,11
44.758072,20.45893,7
44.75764,20.4846,1
44.8802,20.45219,9
44.75909908,20.4155952,7
44.72169,20.41905,7
44.817009,20.459945,1
44.777389,20.417494,7
44.77488,20.5355,1
44.80297,20.46505,1
44.79819,20.49253,1
44.80019,20.483,1
44.816683,20.462382,1
44.81462,20.37071,11
44.793724,20.458153,1
44.800664,20.349003,11
44.818032,20.523139,1
44.807964,20.526217,1
44.759764,20.473017,1
44.75723,20.47693,1
44.80685,20.37409,11
44.89175,20.45112,9
44.815945,20.468063,1
44.759632,20.550048,10
44.80113846,20.45883184,1
44.74559,20.45047,7
44.795086,20.436569,7
44.794411,20.444655,1
44.811157,20.467565,1
44.4405,20.69567,3
44.80708306,20.46327013,1
44.78271,20.50595,1
44.85717,20.3655,11
44.786004,20.414233,7
44.80058,20.47516,1
44.841399,20.490744,1
44.819418,20.48381,1
44.778439,20.457105,1
44.747921,20.430509,7
44.775828,20.412592,7
44.65867,20.51193,10
44.721816,20.402142,7
44.85111,20.531876,1
44.791167,20.452906,1
44.811299,20.479269,1
44.819839,20.466077,1
44.82186,20.41717,11
44.74976,20.44547,7
44.788828,20.485861,1
44.77818,20.481,1
44.87796,20.18032,0
44.809307,20.474554,1
44.877301,20.456399,9
44.8177,20.50589,1
44.81588,20.471042,1
44.77404,20.50482,1
44.485202,20.278812,5
44.80021,20.49287,1
44.8037,20.46158,1
44.776544,20.461114,1
44.806234,20.473406,1
44.793581,20.470438,1
44.43881,20.6934,3
44.72739,20.43372,7
44.71913,20.46213,7
44.81299,20.4148,11
44.38337,20.27027,5
44.73767,20.42145,7
44.82302,20.46897,1
44.801814,20.451182,1
44.787853,20.512423,1
44.7645,20.4127,7
44.81435,20.5148,1
44.7707,20.42128,7
44.819855,20.288921,8
44.79107,20.46725,1
44.78733,20.46594,1
44.77957,20.4587,1
44.808819,20.463987,1
44.80825,20.47674,1
44.65285,20.20062,4
44.80268,20.37231,11
44.80225,20.46885,1
44.65153,20.22444,4
44.79787,20.47701,1
44.82454,20.41293,11
44.8161,20.388385,11
44.81179,20.38682,11
44.800003,20.53349,1
44.78582,20.53699,1
44.85385,20.17626,8
44.76406,20.49901,1
44.83583,20.35883,11
44.80702,20.40663,11
44.822865,20.490722,1
44.80687,20.25099,8
44.74073,20.41967,7
44.81704,20.4861,1
44.800151,20.453625,1
44.787165,20.499903,1
44.696274,20.379873,12
44.80389,20.51115,1
44.786947,20.476679,1
44.739485,20.422438,7
44.743731,20.42512,7
44.74803,20.49581,1
44.85593,20.55044,1
44.80459,20.46187,1
44.737615,20.421274,7
44.7608,20.48061,1
44.58879,20.79681,6
44.83805,20.40273,11
44.81006,20.39965,11
44.82824,20.46099,1
44.81938,20.46537,1
44.75527,20.42895,7
44.80329,20.48017,1
44.81451,20.43697,11
44.7952,20.43772,7
44.81737,20.21998,8
44.772142,20.467209,1
44.40406,20.7373,3
44.80231,20.48159,1
44.84738706,20.51821676,1
44.84433,20.36524,11
44.78233,20.390979,7
44.83328,20.40833,11
44.81254,20.45338,1
44.74539,20.43928,7
44.79897,20.46585,1
44.78776,20.46558,1
44.82715,20.39346,11
44.78931,20.50851,1
44.797721,20.450042,1
44.814383,20.457343,1
44.786238,20.435494,7
44.820155,20.412845,11
44.79451,20.51042,1
44.79041,20.46706,1
44.80457,20.417172,11
44.81359,20.4721,1
44.79987,20.48871,1
44.91055,20.28387,0
44.821422,20.465181,1
44.809015,20.443063,1
44.58283,20.38662,2
44.818251,20.479052,1
44.74039,20.48902,1
44.77357,20.410517,7
44.799182,20.465157,1
44.801425,20.485055,1
44.76109,20.47865,1
44.815559,20.450573,1
44.800531,20.453378,1
44.831005,20.371752,11
44.754981,20.405577,7
44.62455,20.371732,2
44.81306,20.51284,1
44.81553,20.46483,1
44.79363,20.47823,1
44.81769,20.40754,11
44.79296,20.48546,1
44.79621588,20.49771371,1
44.760133,20.550798,10
44.791719,20.466253,1
44.81739,20.48256,1
44.84758,20.37111,11
44.59921,20.29963,2
44.71696,20.41535,7
44.78655,20.43179,7
44.76042,20.47802,1
44.71697,20.50393,10
44.78745,20.46614,1
44.81476,20.44703,1
44.80635,20.47961,1
44.776868,20.459134,1
44.61937,20.17026,4
44.723395,20.542679,10
44.80406,20.36653,11
44.80831,20.38766,11
44.80136,20.3865,11
44.647471,20.419545,2
44.78736,20.45976,1
44.81228,20.47244,1
44.81428,20.43917,11
44.82972,20.36288,11
44.7797,20.46833,1
44.759919,20.415594,7
44.79526,20.43698,7
44.80136,20.47138,1
44.65261,20.18636,4
44.79398,20.47829,1
44.85035,20.38104,11
44.749922,20.4122,7
44.7489,20.42894,7
44.79829,20.44855,1
44.795975,20.498147,1
44.7873,20.512757,1
44.8698,20.47273,9
44.71696,20.41534,7
44.8119,20.46362,1
44.87168,20.31979,0
44.80559,20.37944,11
44.80563,20.37071,11
44.85532,20.37841,11
44.81514,20.435123,11
44.78271,20.52217,1
44.81654,20.41932,11
44.804673,20.387139,11
