LAT,LNG,CLS
44.71928,20.23338,4
44.87759,20.45181,9
44.79105,20.49811,1
44.82064,20.2911,8
44.80096,20.45251,1
44.79844,20.4498,1
44.79632,20.4651,1
44.76167,20.48696,1
44.81577,20.47584,1
44.78931,20.26129,8
44.81735,20.48039,1
44.84099,20.41585,11
44.77538,20.39977,7
44.8175,20.449704,1
44.74233,20.35962,12
44.764796,20.413151,7
44.763558,20.471908,1
44.78406,20.51836,1
44.80394,20.4175,11
44.86002,20.37605,11
44.79498,20.33302,11
44.81361,20.46016,1
44.79132,20.49646,1
44.77135,20.46519,1
44.80225,20.47129,1
44.79384,20.45789,1
44.82928,20.36031,11
44.49994,20.36351,2
44.72786,20.42688,7
44.82027,20.46363,1
44.83148,20.41364,11
44.791436,20.469285,1
44.75419,20.45643,7
44.78332,20.43844,7
44.74279,20.36069,12
44.83253,20.412188,11
44.7942,20.43154,7
44.8223,20.46209,1
44.642314,20.751267,6
44.82251,20.42155,11
44.81141,20.46837,1
44.79402,20.50374,1
44.77414,20.40767,7
44.7811,20.41876,7
44.815709,20.46236,1
44.81091,20.39364,11
44.79621,20.44404,1
44.79617,20.44866,1
44.805656,20.379328,11
44.80893,20.42007,11
44.80021,20.45931,1
44.77694,20.45905,1
44.82867,20.41299,11
44.833168,20.407462,11
44.8839,20.50651,9
44.84047,20.39465,11
44.7415403,20.4126992,7
44.800159,20.465913,1
44.810177,20.41532,11
44.81154,20.4544,1
44.41104,20.26851,5
44.873998,20.327169,0
44.804082,20.393911,11
44.726503,20.602229,10
44.759383,20.414665,7
44.7827,20.5108,1
44.83875,20.41656,11
44.848751,20.403666,11
44.8332,20.40382,11
44.81334,20.45229,1
44.79126,20.46685,1
44.64288,20.37804,2
44.69684,20.34908,12
44.81801,20.49211,1
44.7518,20.41244,7
44.83614,20.25047,8
44.819974,20.404435,11
44.7532,20.48123,1
44.81554,20.43553,11
44.819575,20.289974,8
44.81574,20.48973,1
44.80802,20.36325,11
44.392996,20.240983,5
44.81557,20.4389,11
44.570646,20.304441,2
44.78302,20.48494,1
44.63808,20.307841,12
44.77966,20.50945,1
44.84718,20.41054,11
44.800458,20.369333,11
44.83172,20.41237,11
44.83172,20.41237,11
44.84349,20.40822,11
44.84588,20.40118,11
44.6612,20.20304,4
44.79909,20.49589,1
44.80047,20.46859,1
44.49469,20.29349,5
44.81731,20.50109,1
44.76297,20.4122,7
44.78768,20.46624,1
44.71832,20.50341,10
45.0084,20.40533,9
44.77546,20.4073,7
44.80631,20.46732,1
44.74911,20.45062,7
44.78933,20.4447,7
44.81086,20.4817,1
44.73156,20.42894,7
44.80397,20.39586,11
44.82603,20.39072,11
44.78204,20.50801,1
44.84348,20.40821,11
44.805284,20.36158,11
44.79049,20.27038,8
44.80616,20.52464,1
44.81177,20.44028,11
44.8202,20.49079,1
44.78816,20.50535,1
44.78516,20.52301,1
44.81748,20.4802,1
44.80591,20.47874,1
44.801268,20.443787,1
44.79041,20.27054,8
44.81247,20.47657,1
44.81585,20.46158,1
44.83514,20.49419,1
44.800719,20.483506,1
44.83899,20.49198,1
44.81928,20.38214,11
44.7793,20.46162,1
44.78797,20.46622,1
44.75307,20.41337,7
44.8306,20.4132,11
44.78792,20.47595,1
44.80219,20.4851,1
44.81649,20.4771,1
44.71896,20.46232,7
44.77691,20.45878,1
44.809473,20.458348,1
44.8008,20.46243,1
44.82066,20.38741,11
44.82,20.39741,11
44.81668,20.48252,1
44.80141,20.47551,1
44.84767,20.37321,11
44.82277,20.41128,11
44.79577,20.45631,1
44.83694,20.36431,11
44.78473,20.43476,7
44.77298,20.46236,1
44.81056,20.4831,1
44.776883,20.41145,7
44.8881,20.4603,9
44.80397,20.41833,11
44.84056,20.37197,11
44.65525,20.70653,6
44.81522,20.46072,1
44.85443,20.17332,8
44.795,20.48362,1
44.57369,20.41824,2
44.599836,20.11795,13
44.75941,20.41978,7
44.79739,20.44573,1
44.84387,20.40757,11
44.74928,20.4311,7
44.80561,20.41925,11
44.81165,20.48692,1
44.74961,20.42976,7
44.82032,20.46549,1
44.81786,20.4629,1
44.79426,20.25758,8
44.81349,20.42372,11
44.82522,20.45685,1
44.8067,20.4615,1
44.77233,20.47756,1
44.78945,20.4548,1
44.78618,20.53834,1
44.74167,20.42414,7
44.79847,20.46404,1
44.74427,20.44776,7
44.77903,20.40614,7
44.78842,20.48392,1
44.4476,20.7162,3
45.02178,20.3982,9
44.81025,20.46658,1
44.78805,20.49964,1
44.93011,20.43758,9
44.29448,20.30113,5
44.81635,20.36392,11
44.846,20.38089,11
44.81955,20.47419,1
44.800515,20.486793,1
44.40012,20.24715,5
44.7723,20.45729,1
44.843461,20.408231,11
44.80406,20.39342,11
44.79192,20.49327,1
44.80713,20.42821,11
44.80564,20.46986,1
44.89667,20.29085,0
44.76605,20.56234,10
44.76717,20.50012,1
44.89667,20.29085,0
44.79042,20.54766,1
44.76945,20.48909,1
44.79374,20.50039,1
44.84443,20.36967,11
44.78799,20.5464,1
44.809385,20.433241,11
44.80917,20.42003,11
44.7841,20.49492,1
44.78453,20.51862,1
44.81488,20.43505,11
44.77858,20.43019,7
44.824453,20.407201,11
44.74171,20.4409,7
44.81048,20.47676,1
44.817492,20.510165,1
44.78448,20.5008,1
44.48569,20.29058,5
44.745365,20.43799,7
44.77696,20.50953,1
44.82747,20.46341,1
44.8972,20.29153,0
44.81526,20.40505,11
44.82528,20.39121,11
44.8184,20.37174,11
44.73748,20.43307,7
44.82028,20.51135,1
44.79092,20.46808,1
44.772503,20.505793,1
44.80363,20.41893,11
44.79645,20.49963,1
44.754106,20.414233,7
44.81521,20.45174,1
44.79036,20.46694,1
44.77221,20.48374,1
44.77984,20.42241,7
44.83095,20.40971,11
44.79538,20.37326,11
44.815052,20.467722,1
44.81736,20.51047,1
44.74787,20.50116,1
44.77524,20.47469,1
44.79179,20.51633,1
44.81918,20.53796,1
44.80328,20.38833,11
44.76081,20.49117,1
44.82612,20.46286,1
44.4595,20.67283,3
44.77919,20.24748,8
44.84357,20.50839,1
44.79872,20.44892,1
44.73961,20.58824,10
44.80997,20.39749,11
44.84293,20.48792,9
44.795958,20.473661,1
44.80362,20.42252,11
44.80032,20.47617,1
44.802215,20.49105,1
44.82505,20.45577,1
44.82505,20.45577,1
44.74795,20.45958,7
44.78951,20.42186,7
44.78304,20.49991,1
44.79711,20.39005,11
44.75905,20.49133,1
44.77401,20.41381,7
44.79289,20.52429,1
44.77681,20.45634,1
44.4494,20.68871,3
44.78859,20.41973,7
44.82566,20.41382,11
44.815253,20.417772,11
44.78654,20.41509,7
44.43496,20.69289,3
44.81213,20.45898,1
44.788562,20.41954,7
44.86808,20.47404,9
44.79317,20.50492,1
44.74239,20.4177,7
44.80258,20.46264,1
44.808305,20.419575,11
44.79645,20.49767,1
44.67308,20.71774,6
44.69172,20.33226,12
44.83162,20.39994,11
44.83029,20.38918,11
44.81562,20.37361,11
44.7747,20.41369,7
44.72963,20.31754,12
44.792046,20.467164,1
44.77788,20.49509,1
44.74458,20.42662,7
44.82113,20.42015,11
44.81805584,20.48816686,1
44.80799,20.48203,1
44.85277,20.53791,1
44.81749,20.40892,11
44.71824,20.55385,10
44.57607,20.73484,6
44.81746,20.40889,11
44.78263,20.463,1
44.81788,20.22685,8
44.80167,20.44291,1
44.81251,20.42822,11
44.85387,20.36196,11
44.81692,20.48029,1
44.75325,20.44876,7
44.68143,20.38574,12
44.819,20.4853,1
44.83311,20.41466,11
44.75237,20.48217,1
44.79861,20.46569,1
44.79389,20.46609,1
44.79423,20.5018,1
44.78783,20.46313,1
44.8169,20.49377,1
44.817692,20.485003,1
44.81175,20.45893,1
44.75967,20.47822,1
44.78307,20.50119,1
44.80372,20.36644,11
44.843956,20.509018,1
44.82225,20.41731,11
44.578629,20.412448,2
44.81408,20.46528,1
44.84581,20.48833,9
44.80192,20.44248,1
44.64784,20.50101,10
44.80861,20.45959,1
44.80468,20.40091,11
44.815407,20.436874,11
44.790049,20.526992,1
44.79541,20.26882,8
44.81075,20.46571,1
44.78901,20.46624,1
44.81488,20.45462,1
44.79853,20.320512,8
44.80624,20.43405,11
44.79079,20.51319,1
44.82404,20.41333,11
44.81332,20.41617,11
44.82019,20.37929,11
44.378785,20.262372,5
44.734031,20.419598,7
44.81429,20.43873,11
44.853082,20.368397,11
44.79581,20.50757,1
44.8841,20.45244,9
44.45049,20.69293,3
44.80806,20.38592,11
44.804858,20.347587,11
44.79405,20.51329,1
44.81641,20.44997,1
44.84658,20.41131,11
44.81718,20.40525,11
44.6517,20.25669,4
44.755043,20.454908,7
44.79059,20.42729,7
44.92443,20.43609,9
44.39866,20.37184,5
44.73518,20.49653,1
44.77782,20.47489,1
44.762995,20.490017,1
44.741466,20.418848,7
44.823442,20.458119,1
44.76122,20.48145,1
44.79148,20.46827,1
44.718566,20.553146,10
44.815262,20.465201,1
44.75289,20.48621,1
44.80176,20.3701,11
44.809852,20.437062,11
44.72298,20.453788,7
44.80721,20.48077,1
44.80371,20.46409,1
44.79998,20.461294,1
44.81226,20.48592,1
44.801324,20.452033,1
44.79441,20.52366,1
44.876467,20.331933,0
44.843458,20.408218,11
44.81487,20.45211,1
44.77994,20.50752,1
44.80614,20.47348,1
44.81131,20.39691,11
44.42928,20.28463,5
44.81495,20.45201,1
44.850399,20.529512,1
44.80271,20.46661,1
44.37976,20.26466,5
44.80954,20.42708,11
44.76089,20.47634,1
44.78218,20.50149,1
44.78926,20.54276,1
44.772903,20.272453,8
44.776586,20.489116,1
44.80778,20.4824,1
44.78108,20.49643,1
44.78116,20.50202,1
44.78556,20.45762,1
44.84773,20.372227,11
44.46024,20.72705,3
44.75521,20.47744,1
44.80115,20.45487,1
44.7725,20.45673,1
44.80024,20.40429,11
44.79376,20.52932,1
44.79459,20.52881,1
44.8097,20.42052,11
44.80791,20.47688,1
44.7698,20.51303,1
44.77924,20.4145,7
44.81076,20.38303,11
44.76062,20.4763,1
44.8017,20.45525,1
44.80949,20.46078,1
44.78191,20.50718,1
44.91129,20.26345,0
44.76137,20.48022,1
44.71733,20.55571,10
44.84328,20.37878,11
44.80791,20.41972,11
44.81186,20.40081,11
44.79613,20.48772,1
44.802,20.3812,11
44.81697,20.41077,11
44.81439,20.4413,11
44.81417,20.43411,11
44.81821,20.41921,11
44.787207,20.499895,1
44.47491,20.66522,3
44.647974,20.757468,6
44.65301,20.19235,4
44.81967,20.45981,1
44.796774,20.488773,1
44.7772,20.49826,1
44.74305,20.44365,7
44.82975,20.41285,11
44.81715,20.4618,1
44.748889,20.411978,7
44.72863,20.37704,12
44.72366,20.372831,12
44.77216,20.50754,1
44.79889,20.49089,1
44.81015,20.45751,1
44.80448,20.41547,11
44.81577,20.49244,1
44.93354,20.43742,9
44.745823,20.499403,1
44.82924,20.41926,11
44.614463,20.36215,2
44.833552,20.276915,8
44.70802,20.50792,10
44.68116,20.44517,7
44.822091,20.490813,1
44.7763,20.40842,7
44.79721,20.48291,1
44.80412,20.46851,1
44.80696,20.47619,1
44.8189,20.38448,11
44.83338,20.28277,8
44.82618,20.36194,11
44.79473,20.37368,11
44.3788,20.2624,5
44.80412,20.46851,1
44.81661,20.46594,1
44.81763,20.49421,1
44.555042,20.672115,14
44.78627,20.45754,1
44.92245,20.24934,0
44.426821,20.684552,3
44.81046,20.52405,1
44.82079,20.39101,11
44.79911,20.44974,1
44.82616,20.22397,8
44.81195,20.4701,1
44.81214,20.51358,1
44.78752,20.46639,1
44.81861,20.52541,1
44.85178,20.36868,11
44.457821,20.675229,3
44.80428,20.37658,11
44.72588,20.50741,10
44.86328,20.36823,11
44.82277,20.45592,1
44.79749,20.50313,1
44.74611,20.43376,7
44.81776,20.49371,1
44.81406,20.47604,1
44.78106,20.25065,8
44.79752,20.4966,1
44.7568,20.45175,7
44.799831,20.499855,1
44.796906,20.485036,1
44.80346,20.43923,11
44.77104,20.46686,1
44.75696,20.44631,7
44.79034,20.45351,1
44.78642,20.53614,1
44.84241,20.36828,11
44.77184,20.4826,1
44.7679,20.48679,1
44.79749,20.47881,1
44.67098,20.716344,6
44.81547,20.47534,1
44.745057,20.596733,10
44.82387,20.39725,11
44.82091,20.42032,11
44.81222,20.47115,1
44.76916,20.48931,1
44.78316,20.41896,7
44.77169,20.41936,7
44.79219,20.51036,1
44.794579,20.528458,1
44.81413,20.43605,11
44.8336,20.4093,11
44.74695,20.49643,1
44.83575,20.49304,1
44.84736,20.41042,11
44.87215,20.45747,9
44.79956,20.45262,1
44.78787,20.53574,1
44.80636,20.45958,1
44.87424,20.3434,0
44.89502,20.29489,0
44.81978,20.4785,1
44.80217,20.46056,1
44.77357,20.41448,7
44.80107,20.48623,1
44.81891,20.49048,1
44.81891,20.49048,1
44.81744,20.48361,1
44.785,20.40779,7
44.8864,20.40186,9
44.81583,20.45759,1
44.9296,20.27979,0
44.74885,20.42903,7
44.80545,20.48128,1
44.68701,20.70088,6
44.80471,20.46971,1
44.79538,20.48252,1
44.75927,20.49421,1
44.79843,20.47593,1
44.78389,20.48845,1
44.69081,20.58423,10
44.79162,20.48998,1
44.81193,20.42415,11
44.81552,20.37461,11
44.817473,20.483442,1
44.84876,20.35403,11
44.43596,20.70057,3
44.77402,20.43799,7
44.50744,20.29369,5
44.78631,20.52047,1
44.48903,20.57006,14
44.74854,20.42937,7
44.65,20.23544,4
44.81568,20.436965,11
44.8081,20.40411,11
44.75341,20.41371,7
44.68787,20.69633,6
44.82441,20.45616,1
44.81005,20.48383,1
44.74362,20.42091,7
44.8205,20.29116,8
44.74934,20.34061,12
44.70117,20.50432,10
44.748059,20.411975,7
44.8207,20.29098,8
44.80745,20.38638,11
44.503468,20.708103,3
44.80402,20.46924,1
44.774713,20.489837,1
44.804508,20.407199,11
44.76694,20.50043,1
44.71189,20.46143,7
44.81623,20.4217,11
44.80539,20.47901,1
44.90048,20.28438,0
44.77695,20.46151,1
44.81305,20.37351,11
44.78934,20.53336,1
44.805861,20.460157,1
44.849364,20.373089,11
44.79493,20.45535,1
44.81303,20.40288,11
44.797586,20.473093,1
44.78371,20.41323,7
44.81363,20.47218,1
44.777234,20.406947,7
44.802137,20.457848,1
44.81862,20.46684,1
44.85895,20.56194,1
44.80542,20.478,1
44.81524,20.42891,11
44.73673,20.32431,12
44.81094,20.46827,1
44.78518,20.48212,1
44.79688,20.47722,1
44.77263,20.55396,10
44.809833,20.460464,1
44.78781,20.4645,1
44.80367,20.42475,11
44.82243,20.45993,1
44.787874,20.465796,1
44.797895,20.506776,1
44.80733,20.43239,11
44.82191,20.41859,11
44.58041,20.15229,13
44.79808,20.50759,1
44.8172,20.47772,1
44.79501,20.43682,7
44.71847,20.55323,10
44.63725,20.43804,2
44.79654,20.44519,1
44.826354,20.394877,11
44.8209,20.46473,1
44.77061,20.45403,7
44.80363,20.47725,1
44.830386,20.410665,11
44.76536,20.49637,1
44.81622,20.46078,1
44.83088,20.41469,11
44.81458,20.521,1
44.707234,20.451873,7
44.82418,20.45985,1
44.76067,20.47984,1
44.82192,20.38762,11
44.8049,20.51847,1
44.7814,20.49991,1
44.77189,20.46728,1
44.77714,20.45761,1
44.55725,20.14739,13
44.771802,20.409447,7
44.793397,20.46408,1
44.81344,20.45218,1
44.81526,20.47743,1
44.72344,20.42841,7
44.84136,20.40437,11
44.77661,20.53245,1
44.74799,20.35697,12
44.82991,20.39948,11
44.79989,20.45991,1
44.8027,20.45656,1
44.79341,20.46761,1
44.81668,20.45543,1
44.84959,20.39045,11
44.73481,20.43471,7
44.83669,20.49306,1
44.79816,20.44803,1
44.8193,20.39562,11
44.97826,20.41625,9
44.82102,20.29061,8
44.78493,20.44475,7
44.78789,20.54631,1
44.83657,20.41031,11
44.91668,20.44131,9
44.74167,20.42411,7
44.94125,20.42479,9
44.80483,20.45999,1
44.77251,20.50218,1
44.81781,20.37937,11
44.80757,20.43529,11
44.812472,20.420279,11
44.83842,20.49654,1
44.76098,20.48035,1
44.79461,20.49602,1
44.59996,20.40359,2
44.808265,20.469911,1
44.784074,20.262184,8
44.63757,20.37915,2
44.87247,20.45898,9
44.85033,20.40654,11
44.816838,20.461246,1
44.467472,20.28417,5
44.822561,20.399192,11
44.76234,20.48848,1
44.839868,20.499155,1
44.812226,20.421049,11
44.77583,20.53617,1
44.78132,20.44218,7
44.77275,20.48611,1
44.7746,20.4069,7
44.803776,20.479506,1
44.79417,20.52364,1
44.723129,20.453421,7
44.833492,20.410095,11
44.81018,20.39788,11
44.583235,20.410098,2
44.81234,20.45333,1
44.79097,20.52244,1
44.86899,20.47576,9
44.8237,20.46013,1
44.78397,20.41793,7
44.8889,20.53759,9
44.79131,20.46947,1
44.76344,20.49526,1
44.75642,20.47417,1
44.76183,20.4452,7
44.80221,20.48313,1
44.79259,20.50923,1
44.742399,20.543628,10
44.81747,20.28892,8
44.42839,20.27912,5
44.80021,20.45377,1
44.76292,20.483675,1
44.78403,20.50685,1
44.81453,20.45564,1
44.81559,20.45041,1
44.78484,20.5118,1
44.76799,20.42022,7
44.814461,20.443091,11
44.76132,20.28676,8
44.80919,20.45889,1
44.83193,20.37307,11
44.80267,20.46644,1
44.79871,20.46584,1
44.78848,20.4393,7
44.77985,20.41624,7
44.772294,20.40916,7
44.79357,20.47869,1
44.78391,20.40732,7
44.6824,20.30905,12
44.81451,20.46275,1
44.80399,20.3924,11
44.79912,20.46534,1
44.80513,20.40839,11
44.87441,20.44887,9
44.81559,20.47068,1
44.79494,20.48522,1
44.80079,20.46248,1
44.79407,20.26843,8
44.81175,20.47875,1
44.70495,20.44829,7
44.87659,20.45554,9
44.78384,20.5179,1
44.78614,20.48229,1
44.79942,20.46492,1
44.78581,20.41298,7
44.81303,20.41856,11
44.63327,20.38198,2
44.80421,20.40615,11
44.79898,20.37574,11
44.80704,20.52203,1
44.84534,20.39021,11
44.66504,20.39971,12
44.94367,20.42583,9
44.80531,20.48451,1
44.8110403,20.4233825,11
44.79254,20.47373,1
44.84284,20.38482,11
44.814195,20.460454,1
44.726397,20.434139,7
44.84612,20.41493,11
44.83944,20.366123,11
44.82237,20.396691,11
44.8317,20.36693,11
44.718566,20.553146,10
44.80053,20.45683,1
44.62438,20.45629,2
44.79066,20.45378,1
44.790942,20.498065,1
44.76956,20.559272,10
44.80481,20.40984,11
44.742079,20.412328,7
44.75754,20.477,1
44.79771,20.48276,1
44.79452,20.43206,7
44.88961,20.45935,9
44.787868,20.512409,1
44.80776,20.47717,1
44.81433,20.47128,1
44.76264,20.48363,1
44.79702,20.49137,1
44.817018,20.472833,1
44.78541,20.46762,1
44.808195,20.398489,11
44.84525,20.40945,11
44.82017,20.46894,1
44.80808,20.47497,1
44.847608,20.518582,1
44.763425,20.429928,7
44.79382,20.46343,1
44.81537,20.45063,1
44.83022,20.41101,11
44.82285,20.46105,1
44.80253,20.51924,1
44.73961,20.43127,7
44.80803,20.42022,11
44.80612,20.52305,1
44.77264,20.55382,10
44.81727,20.47627,1
44.817465,20.436927,11
44.80724,20.47188,1
44.89795,20.26164,0
44.83372,20.282272,8
44.81017,20.46642,1
44.74845,20.42938,7
44.76572,20.47009,1
44.79977,20.26092,8
44.86329,20.47694,9
44.7716,20.53566,1
44.81111,20.44645,1
44.638877,20.296171,4
44.80363,20.38877,11
44.809699,20.460748,1
44.793,20.42691,7
44.84112,20.39349,11
44.817,20.47375,1
44.88516,20.317749,0
44.7615,20.41467,7
44.8106,20.47769,1
44.78841,20.49177,1
44.78948,20.54236,1
44.74443,20.51735,1
44.81577,20.53238,1
44.802719,20.399667,11
44.78361,20.51655,1
44.739896,20.414902,7
44.77705,20.48447,1
44.87987,20.45226,9
44.80653,20.52466,1
44.78962,20.51537,1
44.85402,20.48331,9
44.833412,20.410024,11
44.80819,20.36305,11
44.81776,20.40145,11
44.78155,20.52014,1
44.81404,20.42512,11
44.85308,20.20579,8
44.81152,20.39122,11
44.81581,20.47856,1
44.860273,20.158802,8
